amount,transaction_type,merchant_category,device_type,location,hour,customer_age,transaction_frequency,is_fraud
48883,Online,Luxury,Desktop,Delhi,13,22,3,0
19733,Online,Grocery,Mobile,Bangalore,12,38,15,0
21730,POS,Electronics,Mobile,Chennai,1,53,9,0
49683,POS,Food,Mobile,Pune,15,43,40,0
29150,POS,Food,Mobile,Mumbai,21,56,36,0
34524,POS,Travel,Laptop,Delhi,13,49,34,0
24471,Online,Luxury,Desktop,Hyderabad,0,29,21,0
41152,ATM,Food,Desktop,Delhi,19,49,36,0
27097,ATM,Electronics,Desktop,Hyderabad,9,60,5,0
20324,Online,Food,Mobile,Hyderabad,11,63,22,0
8454,Online,Food,Mobile,Delhi,2,23,41,0
3261,Online,Electronics,Desktop,Mumbai,10,44,18,0
13615,POS,Travel,Laptop,Delhi,23,44,16,0
11133,POS,Electronics,Laptop,Hyderabad,10,65,2,0
42726,ATM,Food,Laptop,Delhi,9,41,27,0
49629,Online,Electronics,Desktop,Bangalore,11,41,42,0
28451,ATM,Electronics,Mobile,Bangalore,15,34,21,0
26063,Online,Food,Desktop,Mumbai,1,58,1,0
7640,Online,Grocery,Desktop,Hyderabad,22,70,16,0
4614,ATM,Electronics,Desktop,Hyderabad,17,58,17,0
24847,POS,Electronics,Desktop,Chennai,9,31,40,0
39626,Online,Travel,Laptop,Chennai,14,27,5,0
2792,POS,Electronics,Mobile,Bangalore,14,57,50,0
35897,ATM,Travel,Mobile,Chennai,10,39,40,0
42204,POS,Food,Laptop,Mumbai,20,23,20,0
7455,Online,Grocery,Mobile,Bangalore,22,18,48,0
34169,ATM,Luxury,Mobile,Hyderabad,18,42,43,0
36770,Online,Luxury,Laptop,Chennai,0,31,39,0
18957,Online,Grocery,Mobile,Delhi,13,51,29,0
24134,Online,Food,Desktop,Bangalore,1,62,1,0
10545,POS,Grocery,Laptop,Chennai,13,24,50,0
48797,Online,Luxury,Desktop,Hyderabad,17,22,38,0
21888,POS,Grocery,Laptop,Hyderabad,2,34,10,0
45835,Online,Travel,Laptop,Bangalore,13,61,31,0
7274,ATM,Grocery,Laptop,Bangalore,23,23,20,0
33385,ATM,Food,Laptop,Mumbai,4,63,5,0
21890,POS,Grocery,Laptop,Mumbai,19,46,45,0
14039,POS,Electronics,Desktop,Pune,13,32,23,0
47008,POS,Luxury,Laptop,Hyderabad,0,31,9,0
107,POS,Grocery,Laptop,Chennai,3,28,7,0
30460,POS,Food,Laptop,Mumbai,18,51,14,0
25355,Online,Electronics,Desktop,Bangalore,20,65,42,0
188,Online,Grocery,Desktop,Bangalore,4,32,28,0
36947,ATM,Travel,Desktop,Chennai,22,20,41,0
1045,POS,Electronics,Laptop,Mumbai,15,50,27,0
41046,ATM,Grocery,Laptop,Bangalore,4,60,47,0
22800,ATM,Travel,Desktop,Chennai,19,23,10,0
22423,ATM,Grocery,Desktop,Delhi,16,45,4,0
14407,ATM,Travel,Desktop,Hyderabad,8,39,12,0
922,ATM,Travel,Mobile,Bangalore,16,22,15,0
44016,Online,Grocery,Laptop,Mumbai,1,70,29,0
28172,Online,Grocery,Mobile,Bangalore,3,47,49,0
44121,ATM,Food,Desktop,Mumbai,7,49,23,0
30071,Online,Travel,Desktop,Pune,3,47,10,0
7538,Online,Grocery,Laptop,Pune,15,29,8,0
28196,POS,Food,Desktop,Mumbai,11,35,6,0
34469,Online,Travel,Laptop,Pune,2,40,24,0
8678,Online,Food,Desktop,Mumbai,1,36,26,0
11402,ATM,Travel,Laptop,Hyderabad,5,23,16,0
7127,Online,Travel,Desktop,Mumbai,19,42,50,0
44483,Online,Grocery,Desktop,Hyderabad,1,20,49,0
38388,Online,Luxury,Desktop,Mumbai,20,61,15,0
26332,POS,Travel,Mobile,Pune,18,39,31,0
15118,POS,Food,Mobile,Bangalore,10,60,39,0
23428,ATM,Travel,Laptop,Hyderabad,6,39,2,0
32210,Online,Food,Mobile,Delhi,2,64,25,0
23545,POS,Electronics,Laptop,Bangalore,8,36,7,0
35633,POS,Travel,Laptop,Hyderabad,7,69,35,0
44611,Online,Electronics,Laptop,Bangalore,13,55,43,0
1615,POS,Travel,Laptop,Pune,4,20,47,0
40191,Online,Travel,Mobile,Mumbai,14,38,24,0
20474,POS,Luxury,Laptop,Delhi,4,45,27,0
12799,Online,Food,Laptop,Bangalore,5,50,1,0
43496,POS,Grocery,Laptop,Mumbai,12,33,20,0
21572,POS,Luxury,Laptop,Pune,6,25,10,0
11833,Online,Electronics,Mobile,Chennai,15,26,50,0
10769,Online,Grocery,Laptop,Chennai,3,34,8,0
5201,ATM,Luxury,Desktop,Delhi,13,32,15,0
6263,POS,Grocery,Laptop,Mumbai,6,31,37,0
17398,POS,Grocery,Mobile,Pune,5,42,48,0
24788,ATM,Luxury,Desktop,Bangalore,15,60,40,0
9821,Online,Food,Mobile,Delhi,8,43,26,0
10906,ATM,Electronics,Laptop,Chennai,13,39,23,0
48449,ATM,Luxury,Mobile,Delhi,14,48,27,0
28817,POS,Electronics,Mobile,Mumbai,9,33,3,0
14130,POS,Food,Desktop,Pune,11,63,50,0
35597,Online,Food,Mobile,Bangalore,21,63,25,0
11105,POS,Travel,Mobile,Hyderabad,11,52,43,0
40040,Online,Electronics,Mobile,Delhi,20,19,6,0
39121,POS,Food,Mobile,Bangalore,3,67,28,0
33693,POS,Grocery,Desktop,Pune,20,29,16,0
1340,POS,Electronics,Laptop,Delhi,19,24,5,0
22433,ATM,Grocery,Laptop,Chennai,21,49,21,0
38695,POS,Grocery,Mobile,Pune,10,30,30,0
42222,ATM,Electronics,Laptop,Delhi,18,62,8,0
13446,Online,Electronics,Mobile,Hyderabad,14,57,34,0
41265,Online,Luxury,Laptop,Mumbai,18,30,13,0
40398,POS,Electronics,Laptop,Mumbai,0,64,43,0
49340,Online,Travel,Mobile,Chennai,16,65,16,0
43858,Online,Electronics,Desktop,Mumbai,0,41,10,0
27053,POS,Food,Mobile,Delhi,18,56,5,0
2870,Online,Travel,Laptop,Delhi,18,33,4,0
27602,POS,Travel,Laptop,Hyderabad,6,34,10,0
13627,Online,Food,Desktop,Delhi,9,64,7,0
3873,ATM,Grocery,Laptop,Chennai,2,66,42,0
13034,ATM,Luxury,Mobile,Mumbai,9,44,38,0
20469,ATM,Grocery,Laptop,Chennai,3,55,3,0
1346,Online,Grocery,Mobile,Pune,21,42,42,0
4943,POS,Food,Laptop,Pune,23,33,11,0
5126,ATM,Travel,Mobile,Chennai,5,68,33,0
8676,POS,Food,Desktop,Chennai,21,63,36,0
37685,POS,Luxury,Laptop,Mumbai,4,58,3,0
35049,ATM,Electronics,Mobile,Hyderabad,5,60,47,0
49096,POS,Electronics,Laptop,Mumbai,3,38,6,0
23317,POS,Food,Laptop,Hyderabad,18,62,18,0
24486,ATM,Electronics,Laptop,Pune,6,26,37,0
40877,POS,Electronics,Laptop,Delhi,2,31,12,0
19932,Online,Luxury,Laptop,Pune,13,58,29,0
17859,POS,Grocery,Laptop,Mumbai,21,67,43,0
9329,ATM,Food,Laptop,Mumbai,14,32,14,0
36971,ATM,Grocery,Mobile,Hyderabad,5,67,4,0
38888,POS,Food,Desktop,Hyderabad,0,38,40,0
9557,Online,Luxury,Mobile,Hyderabad,0,56,15,0
6090,ATM,Food,Mobile,Mumbai,7,46,48,0
32087,Online,Grocery,Laptop,Delhi,11,58,4,0
33277,POS,Travel,Mobile,Delhi,8,35,38,0
25664,POS,Electronics,Mobile,Delhi,7,54,6,0
44883,Online,Food,Laptop,Mumbai,17,59,22,0
32910,ATM,Food,Laptop,Bangalore,15,24,29,0
38225,POS,Grocery,Laptop,Pune,5,26,27,0
49146,ATM,Grocery,Desktop,Chennai,6,56,19,0
18282,ATM,Luxury,Desktop,Hyderabad,1,34,19,0
16963,Online,Grocery,Laptop,Bangalore,7,36,8,0
35127,POS,Grocery,Mobile,Delhi,12,44,46,0
8130,ATM,Luxury,Laptop,Delhi,19,23,13,0
21254,Online,Food,Mobile,Hyderabad,10,24,9,0
45938,Online,Luxury,Mobile,Bangalore,23,20,40,1
3655,ATM,Grocery,Laptop,Bangalore,12,29,36,0
34703,Online,Electronics,Mobile,Bangalore,0,68,34,0
39225,ATM,Grocery,Laptop,Mumbai,18,27,6,0
46966,Online,Electronics,Desktop,Pune,22,28,42,0
30175,POS,Travel,Laptop,Chennai,6,34,22,0
31779,ATM,Luxury,Mobile,Mumbai,15,39,17,0
29803,POS,Food,Laptop,Mumbai,11,61,47,0
9675,ATM,Luxury,Laptop,Chennai,3,24,20,0
26280,Online,Luxury,Desktop,Delhi,17,26,32,0
22227,ATM,Electronics,Laptop,Bangalore,6,63,46,0
24257,POS,Grocery,Mobile,Hyderabad,3,69,20,0
47647,POS,Electronics,Desktop,Hyderabad,2,27,21,0
32922,Online,Grocery,Mobile,Pune,23,60,6,0
32689,Online,Electronics,Laptop,Delhi,12,33,30,0
35551,POS,Grocery,Laptop,Pune,12,32,27,0
26981,ATM,Grocery,Laptop,Bangalore,7,26,8,0
43802,ATM,Food,Desktop,Chennai,8,26,33,0
6321,Online,Food,Mobile,Mumbai,20,61,46,0
28396,ATM,Travel,Desktop,Pune,7,70,16,0
32647,Online,Grocery,Laptop,Mumbai,23,44,28,1
8505,POS,Electronics,Laptop,Delhi,13,69,12,0
32984,Online,Grocery,Mobile,Hyderabad,19,69,14,0
13157,ATM,Food,Desktop,Hyderabad,13,44,1,0
35785,POS,Luxury,Laptop,Delhi,21,50,41,0
35993,Online,Luxury,Mobile,Mumbai,23,46,19,0
20515,Online,Luxury,Desktop,Bangalore,11,41,8,0
669,ATM,Electronics,Laptop,Chennai,2,55,7,0
42567,ATM,Travel,Laptop,Mumbai,17,56,45,0
43076,Online,Grocery,Laptop,Delhi,2,30,17,0
37686,ATM,Grocery,Desktop,Bangalore,16,44,42,0
26392,ATM,Luxury,Desktop,Pune,2,58,44,0
47704,ATM,Travel,Mobile,Pune,17,22,41,0
43725,ATM,Food,Laptop,Hyderabad,18,37,47,0
17118,POS,Electronics,Desktop,Mumbai,4,63,4,0
34427,Online,Luxury,Desktop,Bangalore,2,70,50,0
2245,Online,Travel,Laptop,Hyderabad,2,38,47,0
18567,POS,Electronics,Laptop,Pune,2,35,7,0
6346,POS,Luxury,Mobile,Chennai,19,42,8,0
46073,Online,Travel,Mobile,Delhi,10,65,32,0
1161,Online,Electronics,Mobile,Mumbai,23,43,13,0
12642,Online,Travel,Mobile,Pune,12,45,3,0
49391,Online,Electronics,Mobile,Bangalore,9,31,25,0
35637,Online,Electronics,Mobile,Mumbai,16,43,44,0
15649,ATM,Electronics,Laptop,Delhi,17,31,13,0
15434,Online,Electronics,Mobile,Mumbai,22,67,3,0
42152,POS,Electronics,Laptop,Mumbai,4,23,35,0
28441,ATM,Food,Laptop,Delhi,7,28,48,0
4874,Online,Luxury,Desktop,Delhi,15,24,21,0
20014,Online,Travel,Desktop,Chennai,22,66,49,0
10231,Online,Grocery,Mobile,Pune,4,55,16,0
29622,POS,Electronics,Desktop,Pune,20,22,27,0
22045,POS,Electronics,Mobile,Chennai,8,37,46,0
37826,ATM,Luxury,Laptop,Pune,17,46,32,0
8647,POS,Grocery,Laptop,Mumbai,21,64,23,0
41832,POS,Travel,Desktop,Bangalore,4,21,40,0
24430,Online,Grocery,Desktop,Delhi,16,45,14,0
31072,ATM,Travel,Laptop,Chennai,4,44,6,0
6099,POS,Grocery,Mobile,Bangalore,15,51,50,0
18492,ATM,Luxury,Mobile,Chennai,6,34,3,0
41710,ATM,Travel,Mobile,Bangalore,19,45,37,0
48877,Online,Food,Mobile,Hyderabad,20,62,36,0
17356,Online,Grocery,Mobile,Hyderabad,21,52,23,0
34171,ATM,Luxury,Desktop,Chennai,20,59,1,0
30875,Online,Luxury,Laptop,Chennai,0,47,6,0
44729,ATM,Food,Laptop,Delhi,13,26,12,0
35586,ATM,Luxury,Desktop,Chennai,9,52,22,0
33240,POS,Luxury,Desktop,Delhi,2,47,45,0
37027,Online,Luxury,Desktop,Mumbai,9,32,21,0
16129,Online,Food,Desktop,Bangalore,1,37,48,0
38194,POS,Travel,Laptop,Hyderabad,12,58,3,0
38700,Online,Food,Laptop,Mumbai,20,40,41,0
8317,Online,Luxury,Desktop,Pune,0,44,7,0
30313,Online,Travel,Mobile,Pune,18,68,31,0
27492,POS,Travel,Desktop,Bangalore,7,36,37,0
32432,ATM,Grocery,Desktop,Pune,19,58,18,0
47558,Online,Grocery,Laptop,Pune,2,33,40,0
2910,Online,Food,Desktop,Chennai,15,42,43,0
49505,POS,Luxury,Mobile,Mumbai,3,18,23,0
35202,POS,Electronics,Mobile,Chennai,23,54,25,1
20683,ATM,Travel,Laptop,Mumbai,5,34,16,0
24133,Online,Luxury,Desktop,Delhi,5,69,42,0
46398,POS,Luxury,Laptop,Delhi,14,53,16,0
34857,Online,Travel,Laptop,Chennai,20,66,37,0
6083,POS,Electronics,Desktop,Mumbai,7,19,29,0
47290,ATM,Food,Laptop,Delhi,20,44,38,0
26532,POS,Grocery,Mobile,Pune,14,24,38,0
1062,ATM,Grocery,Desktop,Hyderabad,7,31,8,0
10124,ATM,Luxury,Mobile,Delhi,3,19,11,0
4554,ATM,Food,Laptop,Hyderabad,11,44,35,0
13163,ATM,Luxury,Laptop,Bangalore,3,68,34,0
45635,POS,Electronics,Mobile,Delhi,3,51,14,0
8391,POS,Grocery,Mobile,Chennai,7,55,30,0
48075,Online,Food,Desktop,Chennai,21,58,5,0
9204,POS,Grocery,Mobile,Delhi,14,40,33,0
15731,ATM,Food,Mobile,Hyderabad,23,47,3,0
33251,Online,Luxury,Mobile,Bangalore,1,63,22,0
22350,POS,Food,Laptop,Bangalore,11,46,42,0
48330,ATM,Food,Mobile,Bangalore,5,66,8,0
3982,POS,Travel,Laptop,Hyderabad,11,49,49,0
24401,Online,Electronics,Mobile,Pune,4,49,30,0
23682,ATM,Travel,Laptop,Chennai,23,70,12,0
9699,POS,Travel,Mobile,Hyderabad,11,38,19,0
2439,Online,Food,Laptop,Hyderabad,16,31,10,0
17246,ATM,Electronics,Mobile,Chennai,16,46,8,0
9871,ATM,Travel,Mobile,Delhi,2,22,4,0
28798,POS,Grocery,Desktop,Mumbai,9,64,8,0
34870,ATM,Electronics,Desktop,Mumbai,4,46,48,0
22378,Online,Electronics,Laptop,Bangalore,0,30,20,0
3240,Online,Electronics,Laptop,Delhi,4,66,27,0
24284,Online,Grocery,Mobile,Mumbai,11,37,30,0
47015,Online,Luxury,Laptop,Hyderabad,10,23,12,0
42323,POS,Electronics,Desktop,Mumbai,14,34,4,0
10332,ATM,Food,Laptop,Pune,11,50,5,0
37809,ATM,Grocery,Mobile,Mumbai,2,19,2,0
32969,Online,Travel,Mobile,Pune,10,53,46,0
28814,Online,Food,Mobile,Pune,17,36,14,0
44634,POS,Food,Mobile,Pune,17,20,36,0
39404,ATM,Electronics,Mobile,Chennai,0,46,50,0
27875,POS,Electronics,Mobile,Chennai,5,34,9,0
17889,POS,Luxury,Mobile,Pune,6,29,17,0
18718,Online,Grocery,Mobile,Hyderabad,3,32,48,0
48631,ATM,Luxury,Laptop,Pune,16,37,26,0
43501,POS,Electronics,Desktop,Delhi,14,19,31,0
39518,ATM,Electronics,Mobile,Pune,17,53,48,0
23588,POS,Travel,Mobile,Bangalore,6,42,50,0
33577,Online,Luxury,Laptop,Mumbai,18,34,42,0
8087,ATM,Luxury,Mobile,Mumbai,9,40,4,0
36783,ATM,Food,Mobile,Mumbai,1,70,40,0
8494,POS,Food,Desktop,Chennai,12,24,49,0
17479,ATM,Food,Laptop,Pune,12,42,20,0
27318,Online,Luxury,Mobile,Bangalore,20,44,35,0
36168,ATM,Luxury,Laptop,Delhi,15,70,26,0
25715,Online,Grocery,Desktop,Hyderabad,6,68,37,0
1205,Online,Luxury,Laptop,Hyderabad,18,38,18,0
38643,ATM,Luxury,Desktop,Bangalore,14,22,30,0
45734,ATM,Grocery,Desktop,Pune,23,33,23,1
1942,Online,Food,Laptop,Mumbai,21,52,20,0
25039,Online,Electronics,Desktop,Delhi,16,23,29,0
25495,ATM,Grocery,Desktop,Chennai,0,63,16,0
13616,Online,Electronics,Laptop,Bangalore,1,30,31,0
41723,POS,Electronics,Desktop,Pune,8,40,9,0
17571,Online,Electronics,Mobile,Delhi,13,28,37,0
12408,ATM,Food,Mobile,Bangalore,13,32,32,0
26395,ATM,Food,Mobile,Delhi,17,49,36,0
22934,ATM,Travel,Mobile,Mumbai,21,32,39,0
27735,Online,Luxury,Laptop,Pune,0,45,31,0
19055,Online,Grocery,Desktop,Delhi,3,43,31,0
40009,ATM,Food,Mobile,Chennai,3,22,50,0
33843,ATM,Electronics,Laptop,Delhi,15,48,28,0
19989,ATM,Travel,Laptop,Delhi,19,35,38,0
3742,Online,Food,Laptop,Delhi,23,34,29,0
40168,ATM,Travel,Desktop,Hyderabad,17,22,15,0
39972,Online,Food,Desktop,Bangalore,12,66,25,0
1917,POS,Grocery,Laptop,Pune,14,41,37,0
41982,Online,Electronics,Laptop,Bangalore,20,55,4,0
2976,POS,Food,Desktop,Pune,22,22,4,0
140,POS,Travel,Laptop,Delhi,9,26,41,0
603,Online,Grocery,Mobile,Delhi,2,22,45,0
36891,POS,Luxury,Laptop,Delhi,15,54,7,0
35944,POS,Grocery,Mobile,Hyderabad,13,65,18,0
15847,ATM,Travel,Mobile,Bangalore,9,62,15,0
33668,Online,Food,Desktop,Chennai,17,61,34,0
33654,POS,Electronics,Desktop,Bangalore,7,36,26,0
45203,POS,Electronics,Mobile,Mumbai,1,52,18,0
27916,Online,Food,Desktop,Chennai,9,25,42,0
15399,Online,Travel,Laptop,Bangalore,1,60,34,0
14931,POS,Grocery,Desktop,Bangalore,10,61,42,0
14119,ATM,Grocery,Mobile,Delhi,23,19,15,0
41107,Online,Grocery,Mobile,Delhi,7,28,44,0
39341,Online,Travel,Mobile,Chennai,9,31,50,0
39927,Online,Luxury,Desktop,Mumbai,12,30,44,0
41897,ATM,Electronics,Mobile,Delhi,8,55,39,0
23512,POS,Travel,Laptop,Chennai,0,70,36,0
5266,ATM,Food,Mobile,Delhi,16,58,40,0
5574,Online,Travel,Laptop,Hyderabad,12,60,40,0
45012,ATM,Luxury,Laptop,Pune,11,62,43,0
44901,POS,Food,Laptop,Hyderabad,13,67,46,0
10661,ATM,Grocery,Laptop,Delhi,6,59,45,0
4214,POS,Luxury,Desktop,Hyderabad,6,66,43,0
48451,ATM,Electronics,Laptop,Pune,1,28,31,0
22420,POS,Grocery,Laptop,Hyderabad,10,43,29,0
48458,Online,Electronics,Mobile,Bangalore,20,21,3,0
48072,Online,Electronics,Mobile,Hyderabad,22,26,47,0
4831,Online,Travel,Desktop,Chennai,8,67,37,0
40529,Online,Travel,Desktop,Pune,8,52,8,0
17523,POS,Luxury,Laptop,Mumbai,13,24,38,0
11465,ATM,Grocery,Mobile,Pune,8,57,19,0
41740,Online,Electronics,Laptop,Hyderabad,17,42,20,0
34250,ATM,Luxury,Laptop,Chennai,16,33,22,0
518,POS,Electronics,Desktop,Chennai,18,52,18,0
22527,POS,Travel,Laptop,Hyderabad,3,23,10,0
4506,POS,Food,Laptop,Hyderabad,21,31,25,0
29791,Online,Luxury,Mobile,Hyderabad,12,64,46,0
27410,ATM,Luxury,Mobile,Mumbai,9,42,36,0
10237,Online,Food,Desktop,Delhi,10,28,11,0
44868,ATM,Luxury,Laptop,Chennai,9,37,46,0
43097,Online,Grocery,Desktop,Bangalore,21,43,14,0
23892,Online,Luxury,Mobile,Bangalore,6,23,12,0
8324,Online,Grocery,Desktop,Hyderabad,12,19,15,0
22734,Online,Travel,Mobile,Pune,17,62,50,0
23966,ATM,Grocery,Laptop,Bangalore,3,63,38,0
8679,ATM,Travel,Laptop,Delhi,21,23,23,0
29271,ATM,Luxury,Mobile,Mumbai,23,62,33,1
9157,ATM,Luxury,Laptop,Chennai,11,43,11,0
14111,Online,Luxury,Laptop,Pune,1,61,11,0
4335,POS,Luxury,Mobile,Chennai,3,35,38,0
22458,Online,Luxury,Laptop,Chennai,8,66,1,0
24631,POS,Grocery,Desktop,Delhi,9,38,30,0
32958,POS,Food,Laptop,Chennai,8,55,8,0
33591,Online,Travel,Laptop,Hyderabad,3,38,6,0
4502,Online,Travel,Mobile,Delhi,10,23,15,0
11081,POS,Food,Laptop,Hyderabad,23,64,1,0
1082,ATM,Electronics,Laptop,Delhi,19,63,46,0
5020,ATM,Grocery,Desktop,Delhi,6,48,1,0
48650,POS,Luxury,Desktop,Bangalore,2,32,37,0
43560,ATM,Luxury,Mobile,Mumbai,9,34,38,0
15687,ATM,Luxury,Laptop,Bangalore,18,66,2,0
22492,ATM,Travel,Laptop,Pune,10,43,26,0
42140,ATM,Luxury,Desktop,Chennai,3,30,22,0
13213,POS,Travel,Mobile,Pune,8,31,2,0
4455,Online,Luxury,Laptop,Mumbai,18,69,24,0
36622,ATM,Grocery,Laptop,Pune,7,38,39,0
520,Online,Food,Desktop,Delhi,1,30,12,0
10873,Online,Electronics,Laptop,Delhi,13,38,31,0
16565,Online,Travel,Desktop,Mumbai,5,58,40,0
28919,POS,Luxury,Desktop,Hyderabad,12,38,32,0
3314,Online,Grocery,Desktop,Mumbai,12,69,28,0
29057,ATM,Luxury,Mobile,Bangalore,17,34,35,0
49503,ATM,Electronics,Desktop,Delhi,5,43,33,0
25045,ATM,Food,Desktop,Hyderabad,17,41,22,0
42223,POS,Electronics,Mobile,Mumbai,17,19,15,0
29201,ATM,Grocery,Laptop,Chennai,18,43,10,0
32038,ATM,Travel,Laptop,Chennai,4,27,40,0
41673,Online,Electronics,Desktop,Mumbai,11,30,44,0
27277,ATM,Travel,Mobile,Hyderabad,23,68,6,0
35485,POS,Grocery,Laptop,Hyderabad,21,48,7,0
1320,POS,Food,Desktop,Bangalore,19,52,18,0
47331,Online,Food,Laptop,Chennai,8,51,27,0
35932,Online,Luxury,Laptop,Mumbai,6,25,29,0
2995,Online,Food,Desktop,Delhi,8,19,19,0
38807,ATM,Luxury,Mobile,Mumbai,10,36,46,0
10282,POS,Food,Mobile,Bangalore,4,36,13,0
32038,Online,Food,Desktop,Delhi,0,32,37,0
18107,ATM,Travel,Desktop,Hyderabad,0,52,48,0
13832,POS,Grocery,Desktop,Pune,18,68,17,0
4789,Online,Electronics,Laptop,Chennai,7,40,38,0
8952,Online,Grocery,Mobile,Mumbai,18,57,21,0
24062,Online,Food,Desktop,Delhi,14,49,45,0
14381,POS,Electronics,Desktop,Hyderabad,20,61,21,0
8418,ATM,Electronics,Mobile,Delhi,7,69,13,0
19275,Online,Electronics,Laptop,Delhi,20,23,42,0
34262,POS,Luxury,Desktop,Delhi,22,42,41,0
9077,ATM,Grocery,Laptop,Bangalore,22,66,28,0
39379,Online,Travel,Laptop,Bangalore,8,70,47,0
39201,ATM,Travel,Desktop,Delhi,15,57,40,0
14368,POS,Electronics,Mobile,Mumbai,6,53,9,0
39466,Online,Electronics,Laptop,Bangalore,6,44,36,0
7449,POS,Travel,Laptop,Bangalore,4,55,1,0
47379,ATM,Grocery,Mobile,Hyderabad,0,65,1,0
34486,Online,Food,Desktop,Mumbai,9,30,2,0
28827,ATM,Luxury,Desktop,Pune,18,21,28,0
9147,POS,Electronics,Laptop,Mumbai,1,35,24,0
4753,ATM,Grocery,Laptop,Pune,0,66,35,0
9976,ATM,Food,Laptop,Delhi,4,61,13,0
44371,ATM,Grocery,Mobile,Bangalore,15,51,50,0
30112,ATM,Travel,Laptop,Hyderabad,12,45,2,0
26720,Online,Grocery,Mobile,Mumbai,4,53,35,0
20165,ATM,Electronics,Laptop,Bangalore,23,35,48,1
29550,POS,Luxury,Mobile,Chennai,21,41,9,0
12511,Online,Electronics,Laptop,Chennai,3,36,14,0
35888,Online,Electronics,Desktop,Delhi,22,52,46,0
49834,ATM,Luxury,Mobile,Hyderabad,5,64,49,0
25296,ATM,Luxury,Mobile,Chennai,11,18,14,0
12928,POS,Grocery,Desktop,Chennai,19,25,6,0
13058,POS,Electronics,Laptop,Bangalore,14,29,27,0
10535,ATM,Luxury,Mobile,Delhi,20,40,2,0
30978,POS,Luxury,Desktop,Bangalore,18,25,11,0
908,POS,Grocery,Mobile,Delhi,5,31,22,0
13553,POS,Grocery,Laptop,Pune,10,48,41,0
37086,POS,Travel,Laptop,Mumbai,14,39,9,0
7260,ATM,Travel,Mobile,Hyderabad,20,61,46,0
6419,Online,Travel,Desktop,Mumbai,5,70,8,0
7406,POS,Grocery,Desktop,Chennai,19,41,45,0
3429,ATM,Luxury,Desktop,Chennai,5,38,13,0
23282,ATM,Electronics,Laptop,Mumbai,23,29,45,1
28456,POS,Luxury,Mobile,Delhi,18,25,12,0
48475,ATM,Electronics,Desktop,Hyderabad,10,47,24,0
15880,ATM,Travel,Mobile,Mumbai,13,56,49,0
26561,POS,Travel,Mobile,Bangalore,16,62,16,0
36595,ATM,Grocery,Mobile,Chennai,3,61,21,0
44561,Online,Luxury,Mobile,Hyderabad,16,70,3,0
6371,POS,Luxury,Laptop,Pune,3,61,4,0
47831,ATM,Electronics,Laptop,Hyderabad,20,35,48,0
11693,POS,Grocery,Mobile,Bangalore,18,42,11,0
49683,Online,Electronics,Laptop,Bangalore,16,45,41,0
39393,Online,Food,Desktop,Hyderabad,1,64,47,0
4648,ATM,Travel,Mobile,Mumbai,18,20,18,0
16845,POS,Travel,Mobile,Pune,17,55,22,0
22823,ATM,Luxury,Mobile,Delhi,23,46,46,1
49934,ATM,Travel,Mobile,Chennai,20,21,31,0
26084,ATM,Electronics,Mobile,Delhi,21,36,37,0
36554,ATM,Travel,Laptop,Delhi,5,32,13,0
2858,Online,Electronics,Desktop,Hyderabad,9,57,23,0
17950,Online,Luxury,Laptop,Mumbai,8,66,9,0
18563,POS,Electronics,Mobile,Bangalore,1,62,6,0
14806,Online,Food,Desktop,Mumbai,15,37,46,0
5469,Online,Travel,Laptop,Pune,7,33,22,0
33463,ATM,Travel,Laptop,Delhi,4,70,11,0
6832,ATM,Electronics,Mobile,Chennai,12,39,28,0
1642,Online,Luxury,Desktop,Chennai,22,62,10,0
38435,POS,Food,Desktop,Delhi,15,31,12,0
27021,Online,Luxury,Laptop,Mumbai,7,46,6,0
13424,Online,Food,Laptop,Chennai,21,55,39,0
44769,ATM,Grocery,Mobile,Mumbai,15,40,10,0
46885,POS,Luxury,Desktop,Pune,16,46,25,0
1583,Online,Travel,Desktop,Mumbai,16,34,24,0
36539,POS,Luxury,Mobile,Chennai,17,18,11,0
43369,Online,Food,Laptop,Pune,7,27,14,0
45899,POS,Grocery,Mobile,Hyderabad,23,47,24,1
8799,POS,Luxury,Desktop,Pune,8,36,9,0
46394,POS,Food,Desktop,Pune,14,24,40,0
45927,Online,Electronics,Laptop,Hyderabad,13,58,19,0
38886,POS,Grocery,Mobile,Pune,19,19,29,0
43651,POS,Food,Desktop,Bangalore,5,23,28,0
16189,Online,Grocery,Laptop,Bangalore,16,33,39,0
19511,ATM,Travel,Desktop,Hyderabad,5,63,4,0
37351,Online,Grocery,Laptop,Bangalore,18,55,41,0
26427,ATM,Travel,Mobile,Bangalore,1,21,39,0
39014,ATM,Luxury,Mobile,Delhi,15,52,36,0
5420,POS,Travel,Desktop,Hyderabad,19,30,33,0
38813,POS,Luxury,Mobile,Mumbai,11,51,7,0
7151,Online,Luxury,Laptop,Mumbai,16,39,42,0
8261,Online,Grocery,Laptop,Chennai,14,50,27,0
20209,ATM,Travel,Desktop,Hyderabad,17,35,47,0
26586,POS,Electronics,Desktop,Delhi,22,34,13,0
14523,Online,Electronics,Desktop,Chennai,21,52,3,0
39817,Online,Electronics,Mobile,Mumbai,5,70,49,0
46709,ATM,Electronics,Mobile,Chennai,14,60,27,0
7302,ATM,Travel,Laptop,Pune,23,28,36,0
